Test_ID,Predicted_Reference_Parameter,Valid / Invalid
TST-0009,27.153,Valid
TST-0194,43.6435,Valid
TST-0156,14.9539,Valid
TST-0088,31.9848,Valid
TST-0256,47.268,Valid
TST-0329,16.4865,Valid
TST-0219,41.3694,Valid
TST-0306,13.925,Valid
TST-0324,22.0816,Valid
TST-0113,21.6476,Valid
TST-0135,16.2776,Valid
TST-0339,17.3209,Valid
TST-0260,22.712,Valid
TST-0195,26.9051,Valid
TST-0286,28.7586,Valid
TST-0015,25.8753,Valid
TST-0263,19.2991,Valid
TST-0147,24.3087,Valid
TST-0002,24.7572,Invalid
TST-0114,45.7965,Valid
TST-0271,26.4052,Invalid
TST-0223,22.1758,Valid
TST-0344,16.0504,Valid
TST-0183,30.8157,Valid
TST-0327,33.8491,Valid
TST-0250,19.8896,Invalid
TST-0185,38.0926,Valid
TST-0242,21.6148,Valid
TST-0158,12.7701,Valid
TST-0078,43.8509,Valid
TST-0120,22.6361,Valid
TST-0093,30.5205,Valid
TST-0051,15.7364,Valid
TST-0010,15.6802,Valid
TST-0013,52.0516,Valid
TST-0049,14.7345,Valid
TST-0041,17.5164,Valid
TST-0055,31.5688,Valid
TST-0012,20.3886,Valid
TST-0127,49.031,Valid
TST-0225,26.5933,Valid
TST-0050,23.3457,Valid
TST-0172,38.2262,Valid
TST-0079,31.6012,Valid
TST-0046,21.9318,Valid
TST-0325,18.2263,Valid
TST-0280,20.4848,Valid
TST-0140,15.3813,Valid
TST-0244,47.2957,Invalid
TST-0203,21.4323,Valid
TST-0238,18.8609,Valid
TST-0092,29.6762,Valid
TST-0307,14.2798,Valid
TST-0176,27.9305,Valid
TST-0115,17.0655,Invalid
TST-0028,14.4676,Invalid
TST-0317,19.425,Valid
TST-0251,38.8044,Valid
TST-0301,15.0092,Valid
TST-0116,36.7041,Valid
TST-0056,23.814,Valid
TST-0166,27.8785,Valid
TST-0247,33.1298,Valid
TST-0291,28.0133,Valid
TST-0167,29.2164,Valid
TST-0313,48.5501,Valid
TST-0105,14.2363,Valid
TST-0104,20.7483,Valid
TST-0045,35.641,Valid
TST-0289,43.055,Valid
TST-0048,27.5635,Valid
TST-0110,18.9244,Valid
TST-0037,40.188,Valid
TST-0305,18.594,Valid
TST-0240,33.469,Valid
TST-0155,33.8106,Valid
TST-0119,53.2067,Invalid
TST-0295,23.3805,Valid
TST-0229,18.5517,Valid
TST-0106,21.2809,Valid
TST-0052,16.0474,Valid
TST-0276,22.1787,Invalid
TST-0216,21.3854,Valid
TST-0208,20.2454,Valid
TST-0188,21.8307,Valid
TST-0145,49.8591,Valid
TST-0039,21.8568,Valid
TST-0173,19.2409,Valid
TST-0082,20.0527,Valid
TST-0296,36.8406,Valid
TST-0297,34.6744,Valid
TST-0125,17.6685,Valid
TST-0199,21.2448,Invalid
TST-0330,21.6184,Valid
TST-0133,36.239,Valid
TST-0175,31.9659,Valid
TST-0270,45.2971,Valid
TST-0255,16.7893,Valid
TST-0025,13.6643,Valid
TST-0073,13.7693,Valid
TST-0077,21.1465,Valid
TST-0293,14.6344,Valid
TST-0212,33.2037,Invalid
TST-0081,14.0807,Valid
TST-0328,19.3624,Valid
TST-0290,49.5281,Invalid
TST-0337,16.8041,Valid
TST-0171,23.673,Valid
TST-0057,30.3297,Valid
TST-0284,19.3916,Valid
TST-0063,20.9223,Valid
TST-0022,21.9383,Valid
TST-0044,17.3735,Valid
TST-0035,23.9425,Valid
TST-0258,44.5724,Invalid
TST-0334,26.986,Valid
TST-0018,27.7417,Valid
TST-0321,21.5365,Valid
TST-0282,14.628,Valid
TST-0142,45.1488,Invalid
TST-0312,23.4668,Valid
TST-0101,22.7555,Valid
TST-0134,23.0792,Invalid
TST-0287,33.6353,Valid
TST-0153,32.7361,Valid
TST-0299,29.5162,Valid
TST-0204,23.1163,Invalid
TST-0090,19.8824,Valid
TST-0186,33.46,Valid
TST-0209,49.0301,Valid
TST-0130,21.7638,Invalid
TST-0224,23.1547,Valid
TST-0302,30.168,Valid
TST-0118,15.3424,Valid
TST-0292,19.9435,Valid
TST-0345,22.2444,Invalid
TST-0108,27.33,Valid
TST-0071,15.3464,Valid
TST-0053,16.0435,Valid
TST-0273,17.2142,Valid
TST-0300,15.2246,Valid
TST-0148,19.6245,Valid
TST-0347,38.7998,Valid
TST-0146,27.9825,Invalid
TST-0241,17.9149,Valid
TST-0096,16.6396,Valid
TST-0220,22.9742,Valid
TST-0174,22.5947,Valid
TST-0246,14.9231,Valid
TST-0136,18.5632,Valid
TST-0109,21.6795,Valid
TST-0040,37.9912,Valid
TST-0043,21.5347,Invalid
TST-0181,37.672,Valid
TST-0268,17.4647,Valid
TST-0253,16.3652,Valid
TST-0017,25.6613,Valid
TST-0201,22.9282,Valid
TST-0129,16.7629,Valid
TST-0068,48.1209,Valid
TST-0161,15.0518,Valid
TST-0298,21.0545,Invalid
TST-0094,43.2816,Valid
TST-0336,28.2766,Invalid
TST-0149,20.7654,Valid
TST-0191,47.8705,Valid
TST-0032,18.2447,Valid
TST-0054,16.3893,Valid
TST-0349,54.1996,Valid
TST-0100,17.9401,Valid
TST-0162,19.499,Valid
TST-0326,23.1948,Valid
TST-0340,19.6464,Valid
TST-0319,28.992,Valid
TST-0064,18.3694,Valid
TST-0259,28.2351,Valid
TST-0066,44.0814,Valid
TST-0123,49.0104,Valid
TST-0218,21.0647,Valid
TST-0261,23.2797,Valid
TST-0196,21.0576,Valid
TST-0281,25.4342,Invalid
TST-0303,36.6916,Valid
TST-0254,23.2102,Valid
TST-0322,18.4664,Valid
TST-0139,17.0956,Valid
TST-0257,38.4371,Valid
TST-0033,16.9617,Valid
TST-0112,49.6388,Valid
TST-0021,23.8507,Valid
TST-0083,18.1491,Valid
TST-0150,25.7461,Valid
TST-0265,23.1134,Valid
TST-0227,34.9787,Valid
TST-0170,24.1729,Invalid
TST-0318,29.9539,Valid
TST-0097,16.3599,Valid
TST-0152,34.2079,Valid
TST-0084,56.7274,Invalid
TST-0124,16.3917,Valid
TST-0098,33.8021,Valid
TST-0341,29.358,Valid
TST-0042,31.5119,Valid
TST-0189,19.6798,Valid
TST-0285,22.8684,Valid
TST-0020,22.4046,Valid
TST-0314,42.9251,Valid
