Test_ID,Predicted_Reference_Parameter,Valid / Invalid
TST-0080,23.1326,Invalid
TST-0121,16.3797,Valid
TST-0266,19.579,Valid
TST-0198,22.0263,Valid
TST-0067,31.5015,Valid
TST-0102,21.7479,Valid
TST-0005,36.9317,Valid
TST-0003,29.8737,Valid
TST-0132,44.4836,Valid
TST-0029,26.2325,Valid
TST-0221,30.4119,Valid
TST-0099,17.6537,Valid
TST-0062,17.1178,Valid
TST-0095,27.1738,Valid
TST-0126,17.0582,Valid
TST-0034,50.1956,Valid
TST-0103,15.9258,Valid
TST-0245,23.0845,Valid
TST-0058,50.1388,Valid
TST-0065,26.1008,Valid
TST-0086,19.6015,Valid
TST-0342,20.3416,Valid
TST-0335,17.8988,Valid
TST-0180,18.4936,Invalid
TST-0294,23.6786,Invalid
TST-0072,20.6865,Valid
TST-0315,47.8182,Invalid
TST-0182,45.8714,Valid
TST-0200,21.3221,Valid
TST-0030,16.5641,Valid
TST-0193,16.8104,Valid
TST-0231,21.1185,Valid
TST-0128,26.0757,Valid
TST-0165,27.764,Invalid
TST-0074,13.7738,Valid
TST-0004,34.2455,Valid
TST-0157,23.2604,Valid
TST-0143,26.9278,Valid
TST-0179,41.3683,Valid
TST-0075,27.0219,Valid
TST-0233,25.2187,Valid
TST-0111,26.2678,Valid
TST-0350,21.373,Valid
TST-0122,17.1196,Valid
TST-0076,22.1025,Valid
TST-0304,26.6239,Valid
TST-0190,29.3232,Valid
TST-0061,16.7674,Valid
TST-0009,28.591,Valid
TST-0194,44.1225,Valid
TST-0156,14.9379,Valid
TST-0088,32.3055,Valid
TST-0256,47.3688,Valid
TST-0329,16.1536,Valid
TST-0219,42.4569,Valid
TST-0306,13.8568,Valid
TST-0324,22.6681,Valid
TST-0113,21.8117,Valid
TST-0135,16.1487,Valid
TST-0339,17.9698,Valid
TST-0260,22.2498,Valid
TST-0195,25.7676,Valid
TST-0286,28.0671,Valid
TST-0015,25.2688,Valid
TST-0263,19.5819,Valid
TST-0147,24.3811,Valid
TST-0002,25.2423,Invalid
TST-0114,46.2971,Valid
TST-0271,27.7665,Invalid
TST-0223,21.7125,Valid
TST-0344,16.2396,Valid
TST-0183,31.1481,Valid
TST-0327,33.9688,Valid
TST-0250,19.3529,Invalid
TST-0185,37.975,Valid
TST-0242,21.4972,Valid
TST-0158,13.115,Valid
TST-0078,45.1376,Valid
TST-0120,22.7657,Valid
TST-0093,30.6797,Valid
TST-0051,15.7388,Valid
TST-0010,16.0946,Valid
TST-0013,51.4596,Valid
TST-0049,14.9482,Valid
TST-0041,17.7066,Valid
TST-0055,31.6677,Valid
TST-0012,20.6418,Valid
TST-0127,48.8404,Valid
TST-0225,26.688,Valid
TST-0050,23.5886,Valid
TST-0172,37.8255,Valid
TST-0079,33.138,Valid
TST-0046,21.9651,Valid
TST-0325,18.3811,Valid
TST-0280,20.5462,Valid
TST-0140,15.16,Valid
TST-0244,47.8182,Invalid
TST-0203,21.0501,Valid
TST-0238,18.5761,Valid
TST-0092,28.4051,Valid
TST-0307,13.7791,Valid
TST-0176,29.0441,Valid
TST-0115,17.438,Invalid
TST-0028,14.918,Invalid
TST-0317,19.4686,Valid
TST-0251,39.0975,Valid
TST-0301,14.8166,Valid
TST-0116,37.5333,Valid
TST-0056,24.0269,Valid
TST-0166,27.3849,Valid
TST-0247,32.8295,Valid
TST-0291,27.8427,Valid
TST-0167,29.8403,Valid
TST-0313,47.9828,Valid
TST-0105,14.0168,Valid
TST-0104,20.9973,Valid
TST-0045,35.8716,Valid
TST-0289,44.3301,Valid
TST-0048,27.0849,Valid
TST-0110,18.482,Valid
TST-0037,37.3204,Invalid
TST-0305,18.7194,Valid
TST-0240,32.5054,Valid
TST-0155,33.898,Valid
TST-0119,52.8295,Valid
TST-0295,23.589,Valid
TST-0229,18.404,Valid
TST-0106,21.3898,Valid
TST-0052,15.8118,Valid
TST-0276,20.7222,Invalid
TST-0216,21.5961,Valid
TST-0208,20.3657,Valid
TST-0188,21.8108,Valid
TST-0145,50.0099,Valid
TST-0039,21.5111,Valid
TST-0173,19.2055,Valid
TST-0082,20.3115,Valid
TST-0296,36.8044,Valid
TST-0297,36.0939,Valid
TST-0125,17.6019,Valid
TST-0199,21.2872,Invalid
TST-0330,21.6475,Valid
TST-0133,35.8573,Valid
TST-0175,31.7338,Valid
TST-0270,45.4515,Valid
TST-0255,16.801,Valid
TST-0025,13.5859,Valid
TST-0073,13.9823,Valid
TST-0077,21.0884,Valid
TST-0293,14.7179,Valid
TST-0212,34.3095,Invalid
TST-0081,14.0952,Valid
TST-0328,19.7109,Valid
TST-0290,47.7745,Invalid
TST-0337,16.9741,Valid
TST-0171,23.3776,Valid
TST-0057,30.2228,Valid
TST-0284,19.5176,Valid
TST-0063,21.3957,Invalid
TST-0022,20.9428,Valid
TST-0044,17.2912,Valid
TST-0035,24.1954,Valid
TST-0258,42.9723,Invalid
TST-0334,27.1724,Valid
TST-0018,27.2651,Valid
TST-0321,21.8269,Valid
TST-0282,14.739,Valid
TST-0142,44.8333,Invalid
TST-0312,23.1147,Valid
TST-0101,21.5696,Valid
TST-0134,21.8343,Invalid
TST-0287,33.8392,Valid
TST-0153,33.1079,Valid
TST-0299,30.6238,Valid
TST-0204,23.1326,Invalid
TST-0090,19.7116,Valid
TST-0186,33.5738,Valid
TST-0209,48.491,Valid
TST-0130,21.2622,Valid
TST-0224,22.8788,Valid
TST-0302,27.0493,Valid
TST-0118,15.4573,Valid
TST-0292,20.2997,Valid
TST-0345,21.9243,Invalid
TST-0108,21.6029,Valid
TST-0071,15.4756,Valid
TST-0053,15.9548,Valid
TST-0273,17.0341,Valid
TST-0300,15.391,Valid
TST-0148,19.0958,Valid
TST-0347,39.7857,Valid
TST-0146,27.764,Invalid
TST-0241,18.2354,Valid
TST-0096,16.7178,Valid
TST-0220,23.0056,Valid
TST-0174,22.7206,Valid
TST-0246,14.8843,Valid
TST-0136,18.65,Valid
TST-0109,22.6198,Valid
TST-0040,37.6018,Valid
TST-0043,20.3544,Invalid
TST-0181,36.7752,Valid
TST-0268,17.3074,Valid
TST-0253,16.3191,Valid
TST-0017,25.0143,Valid
TST-0201,22.9892,Valid
TST-0129,16.8472,Valid
TST-0068,47.2004,Valid
TST-0161,14.7445,Valid
TST-0298,22.0101,Invalid
TST-0094,43.4307,Valid
TST-0336,27.9061,Invalid
TST-0149,20.3506,Valid
TST-0191,48.6987,Valid
TST-0032,18.5625,Valid
TST-0054,16.3427,Valid
TST-0349,56.3023,Valid
TST-0100,18.0465,Valid
TST-0162,19.563,Valid
TST-0326,23.0459,Valid
TST-0340,19.6669,Valid
TST-0319,29.3385,Valid
TST-0064,18.8524,Valid
TST-0259,29.1697,Valid
TST-0066,43.9764,Valid
TST-0123,47.601,Valid
TST-0218,20.7232,Valid
TST-0261,22.7105,Valid
TST-0196,20.7075,Valid
TST-0281,26.678,Invalid
TST-0303,37.181,Valid
TST-0254,22.7113,Valid
TST-0322,18.2165,Valid
TST-0139,16.959,Valid
TST-0257,37.7588,Valid
TST-0033,16.8812,Valid
TST-0112,49.6117,Valid
TST-0021,25.0848,Valid
TST-0083,18.3712,Valid
TST-0150,24.711,Valid
TST-0265,23.9288,Valid
TST-0227,34.5322,Valid
TST-0170,24.4067,Valid
TST-0318,29.1855,Valid
TST-0097,16.3434,Valid
TST-0152,34.6028,Valid
TST-0084,57.1654,Valid
TST-0124,17.1326,Valid
TST-0098,33.5975,Valid
TST-0341,29.8147,Valid
TST-0042,31.8233,Valid
TST-0189,19.6775,Valid
TST-0285,22.8048,Valid
TST-0020,22.0994,Valid
TST-0314,43.7222,Valid
