Test_ID,Predicted_Reference_Parameter,Valid / Invalid
TST-0229,18.4147,Valid
TST-0106,21.407,Valid
TST-0052,15.7731,Valid
TST-0276,20.6312,Invalid
TST-0216,21.5821,Valid
TST-0208,20.3519,Valid
TST-0188,21.7849,Valid
TST-0145,49.8527,Valid
TST-0039,21.6047,Valid
TST-0173,19.2362,Valid
TST-0082,20.3714,Valid
TST-0296,36.6998,Valid
TST-0297,36.1561,Valid
TST-0125,17.6038,Valid
TST-0199,21.1438,Invalid
TST-0330,21.589,Valid
TST-0133,35.9653,Valid
TST-0175,31.8007,Valid
TST-0270,45.5843,Valid
TST-0255,16.7107,Valid
TST-0025,13.6321,Valid
TST-0073,14.0173,Valid
TST-0077,21.0393,Valid
TST-0293,14.821,Valid
TST-0212,34.9215,Invalid
TST-0081,14.1122,Valid
TST-0328,19.6616,Valid
TST-0290,48.2875,Invalid
TST-0337,16.8643,Valid
TST-0171,23.3303,Valid
TST-0057,30.0954,Valid
TST-0284,19.5617,Valid
TST-0063,21.4357,Valid
TST-0022,21.0982,Valid
TST-0044,17.2695,Valid
TST-0035,24.0175,Valid
TST-0258,43.0174,Invalid
TST-0334,27.1612,Valid
TST-0018,27.1953,Valid
TST-0321,21.8133,Valid
TST-0282,14.7614,Valid
TST-0142,44.7329,Invalid
TST-0312,23.0496,Valid
TST-0101,21.9041,Valid
TST-0134,21.384,Invalid
TST-0287,33.6003,Valid
TST-0153,33.1122,Valid
TST-0299,30.4565,Valid
TST-0204,23.0703,Invalid
TST-0090,19.7711,Valid
TST-0186,33.715,Valid
TST-0209,48.2988,Valid
TST-0130,21.0299,Invalid
TST-0224,22.7831,Valid
TST-0302,26.772,Valid
TST-0118,15.5104,Valid
TST-0292,20.3133,Valid
TST-0345,22.0826,Invalid
TST-0108,21.8376,Valid
TST-0071,15.5283,Valid
TST-0053,15.9374,Valid
TST-0273,16.9782,Valid
TST-0300,15.3713,Valid
TST-0148,19.2238,Valid
TST-0347,39.7521,Valid
TST-0146,27.6369,Invalid
TST-0241,18.3066,Valid
TST-0096,16.7447,Valid
TST-0220,23.022,Valid
TST-0174,22.7587,Valid
TST-0246,14.859,Valid
TST-0136,18.6751,Valid
TST-0109,22.5547,Valid
TST-0040,37.333,Valid
TST-0043,20.2053,Invalid
TST-0181,36.8443,Valid
TST-0268,17.3593,Valid
TST-0253,16.3254,Valid
TST-0017,24.9556,Valid
TST-0201,22.8869,Valid
TST-0129,16.8225,Valid
TST-0068,47.0629,Valid
TST-0161,14.7001,Valid
TST-0298,22.1697,Invalid
TST-0094,43.8046,Valid
TST-0336,28.1383,Invalid
TST-0149,20.3546,Valid
TST-0191,48.5282,Valid
TST-0032,18.5487,Valid
TST-0054,16.3561,Valid
TST-0349,56.8268,Valid
TST-0100,18.0305,Valid
TST-0162,19.68,Valid
TST-0326,22.9978,Valid
TST-0340,19.6913,Valid
TST-0319,29.2507,Valid
TST-0064,18.7831,Valid
TST-0259,29.3528,Valid
TST-0066,44.1275,Valid
TST-0123,47.779,Valid
TST-0218,20.6952,Valid
TST-0261,22.6428,Valid
TST-0196,20.7059,Valid
TST-0281,26.4849,Invalid
TST-0303,37.2246,Valid
TST-0254,22.781,Valid
TST-0322,18.2715,Valid
TST-0139,16.8673,Valid
TST-0257,37.6536,Valid
TST-0033,16.7964,Valid
TST-0112,49.8661,Valid
TST-0021,25.0169,Valid
TST-0083,18.3528,Valid
TST-0150,25.141,Valid
TST-0265,23.974,Valid
TST-0227,34.1966,Valid
TST-0170,24.4932,Invalid
TST-0318,29.5547,Valid
TST-0097,16.3732,Valid
TST-0152,34.5655,Valid
TST-0084,57.2339,Invalid
TST-0124,17.2297,Valid
TST-0098,33.5799,Valid
TST-0341,30.1498,Valid
TST-0042,31.8332,Valid
TST-0189,19.6412,Valid
TST-0285,22.8739,Valid
TST-0020,22.2337,Valid
TST-0314,43.3669,Valid
