Test_ID,Predicted_Reference_Parameter,Valid / Invalid
TST-0208,20.2611,Valid
TST-0188,22.181,Valid
TST-0145,49.6264,Valid
TST-0039,21.5819,Valid
TST-0173,18.8768,Valid
TST-0082,20.3206,Valid
TST-0296,37.3002,Valid
TST-0297,36.2055,Valid
TST-0125,17.6468,Valid
TST-0199,21.3325,Invalid
TST-0330,21.7611,Valid
TST-0133,36.2719,Valid
TST-0175,31.7364,Valid
TST-0270,45.3544,Valid
TST-0255,17.0753,Valid
TST-0025,13.6077,Valid
TST-0073,13.9781,Valid
TST-0077,20.7576,Valid
TST-0293,14.5864,Valid
TST-0212,32.3677,Invalid
TST-0081,14.1282,Valid
TST-0328,19.6444,Valid
TST-0290,49.5567,Invalid
TST-0337,16.8911,Valid
TST-0171,23.4901,Valid
TST-0057,30.0152,Valid
TST-0284,19.3382,Valid
TST-0063,20.8699,Invalid
TST-0022,21.3921,Valid
TST-0044,17.3713,Valid
TST-0035,24.5222,Valid
TST-0258,44.7152,Invalid
TST-0334,26.7361,Valid
TST-0018,27.3286,Valid
TST-0321,21.7039,Valid
TST-0282,14.7347,Valid
TST-0142,45.9503,Invalid
TST-0312,22.9862,Valid
TST-0101,21.165,Valid
TST-0134,23.5582,Invalid
TST-0287,32.6476,Valid
TST-0153,33.1031,Valid
TST-0299,30.5804,Valid
TST-0204,22.8607,Invalid
TST-0090,19.745,Valid
TST-0186,33.3372,Valid
TST-0209,48.7756,Valid
TST-0130,21.5918,Valid
TST-0224,23.1051,Valid
TST-0302,28.3165,Valid
TST-0118,15.405,Valid
TST-0292,20.3234,Valid
TST-0345,22.5139,Invalid
TST-0108,23.7383,Valid
TST-0071,15.5066,Valid
TST-0053,15.9659,Valid
TST-0273,17.0169,Valid
TST-0300,15.3306,Valid
TST-0148,19.0479,Valid
TST-0347,39.6178,Valid
TST-0146,28.0784,Invalid
TST-0241,18.2884,Valid
TST-0096,16.6342,Valid
TST-0220,23.2715,Valid
TST-0174,22.1815,Valid
TST-0246,14.8178,Valid
TST-0136,18.6924,Valid
TST-0109,21.7298,Valid
TST-0040,37.7667,Valid
TST-0043,21.0192,Invalid
TST-0181,36.9748,Valid
TST-0268,17.4017,Valid
TST-0253,16.3084,Valid
TST-0017,25.0998,Valid
TST-0201,23.1705,Valid
TST-0129,16.7167,Valid
TST-0068,46.9757,Valid
TST-0161,14.8488,Valid
TST-0298,20.9802,Invalid
TST-0094,43.5575,Valid
TST-0336,27.6289,Invalid
TST-0149,20.7514,Valid
TST-0191,48.5992,Valid
TST-0032,18.3727,Valid
TST-0054,16.5581,Valid
TST-0349,56.6155,Valid
TST-0100,18.0012,Valid
TST-0162,19.3354,Valid
TST-0326,23.491,Valid
TST-0340,19.6535,Valid
TST-0319,28.7368,Valid
TST-0064,18.7498,Valid
TST-0259,28.5216,Valid
TST-0066,44.1313,Valid
TST-0123,48.1602,Valid
TST-0218,20.7545,Valid
TST-0261,23.3051,Valid
TST-0196,21.0852,Valid
TST-0281,27.6847,Invalid
TST-0303,37.3041,Valid
TST-0254,22.9974,Valid
TST-0322,18.4018,Valid
TST-0139,17.2184,Valid
TST-0257,37.9329,Valid
TST-0033,16.8346,Valid
TST-0112,49.2235,Valid
TST-0021,24.3596,Valid
TST-0083,18.2923,Valid
TST-0150,23.9613,Valid
TST-0265,23.8435,Valid
TST-0227,35.0336,Valid
TST-0170,24.9813,Valid
TST-0318,29.3225,Valid
TST-0097,16.3817,Valid
TST-0152,34.9547,Valid
TST-0084,56.5474,Valid
TST-0124,17.0031,Valid
TST-0098,33.5151,Valid
TST-0341,30.8567,Valid
TST-0042,31.2084,Valid
TST-0189,19.7044,Valid
TST-0285,23.2999,Valid
TST-0020,22.1554,Valid
TST-0314,44.4861,Valid
