Test_ID,Predicted_Reference_Parameter,Valid / Invalid
TST-0123,47.9557,Valid
TST-0218,20.743,Valid
TST-0261,23.2099,Valid
TST-0196,20.8629,Valid
TST-0281,28.4352,Invalid
TST-0303,37.4854,Valid
TST-0254,22.9019,Valid
TST-0322,18.3973,Valid
TST-0139,17.0818,Valid
TST-0257,37.7351,Valid
TST-0033,16.8482,Valid
TST-0112,49.4143,Valid
TST-0021,24.7312,Valid
TST-0083,18.2136,Valid
TST-0150,24.2269,Valid
TST-0265,23.7924,Valid
TST-0227,34.7304,Valid
TST-0170,24.8599,Valid
TST-0318,28.3785,Valid
TST-0097,16.5321,Valid
TST-0152,35.1271,Valid
TST-0084,56.6291,Valid
TST-0124,17.0881,Valid
TST-0098,33.6797,Valid
TST-0341,29.9862,Valid
TST-0042,31.3857,Valid
TST-0189,19.674,Valid
TST-0285,23.1113,Valid
TST-0020,22.151,Valid
TST-0314,43.5724,Valid
