Test_ID,Predicted_Reference_Parameter,Valid / Invalid
TST-0255,16.8278,Valid
TST-0025,13.7313,Valid
TST-0073,13.8412,Valid
TST-0077,20.7291,Valid
TST-0293,14.7218,Valid
TST-0212,33.8059,Invalid
TST-0081,14.0286,Valid
TST-0328,19.5977,Valid
TST-0290,48.0704,Invalid
TST-0337,16.7452,Valid
TST-0171,23.96,Valid
TST-0057,29.8673,Valid
TST-0284,19.4016,Valid
TST-0063,21.6286,Invalid
TST-0022,21.0318,Valid
TST-0044,17.5672,Valid
TST-0035,23.7678,Valid
TST-0258,42.3564,Invalid
TST-0334,27.0633,Valid
TST-0018,27.4132,Valid
TST-0321,21.5007,Valid
TST-0282,14.8121,Valid
TST-0142,44.1787,Invalid
TST-0312,23.094,Valid
TST-0101,22.1921,Valid
TST-0134,22.8086,Invalid
TST-0287,32.9777,Valid
TST-0153,33.0277,Valid
TST-0299,29.7591,Valid
TST-0204,23.6155,Invalid
TST-0090,19.7852,Valid
TST-0186,33.7463,Valid
TST-0209,48.894,Valid
TST-0130,21.946,Valid
TST-0224,23.187,Valid
TST-0302,28.8055,Valid
TST-0118,15.4557,Valid
TST-0292,20.1728,Valid
TST-0345,22.2816,Invalid
TST-0108,25.3695,Valid
TST-0071,15.4351,Valid
TST-0053,16.1888,Valid
TST-0273,17.0165,Valid
TST-0300,15.1005,Valid
TST-0148,19.1537,Valid
TST-0347,39.222,Valid
TST-0146,28.3139,Invalid
TST-0241,18.1557,Valid
TST-0096,16.7107,Valid
TST-0220,23.0196,Valid
TST-0174,22.7711,Valid
TST-0246,15.0901,Valid
TST-0136,18.8225,Valid
TST-0109,21.8469,Valid
TST-0040,38.3269,Valid
TST-0043,20.4158,Invalid
TST-0181,37.0987,Valid
TST-0268,17.323,Valid
TST-0253,16.1731,Valid
TST-0017,25.6258,Valid
TST-0201,23.0481,Valid
TST-0129,16.6418,Valid
TST-0068,48.0626,Valid
TST-0161,15.2303,Valid
TST-0298,21.1826,Invalid
TST-0094,42.5595,Valid
TST-0336,27.8641,Invalid
TST-0149,20.3656,Valid
TST-0191,48.8282,Valid
TST-0032,18.4405,Valid
TST-0054,16.2944,Valid
TST-0349,55.4246,Valid
TST-0100,17.9552,Valid
TST-0162,19.224,Valid
TST-0326,23.188,Valid
TST-0340,19.5359,Valid
TST-0319,28.9931,Valid
TST-0064,18.5396,Valid
TST-0259,28.9399,Valid
TST-0066,43.9232,Valid
TST-0123,47.807,Valid
TST-0218,20.7888,Valid
TST-0261,22.8629,Valid
TST-0196,21.0751,Valid
TST-0281,26.3594,Invalid
TST-0303,37.5259,Valid
TST-0254,23.0277,Valid
TST-0322,18.4525,Valid
TST-0139,17.2752,Valid
TST-0257,37.4906,Valid
TST-0033,16.7912,Valid
TST-0112,50.2032,Valid
TST-0021,24.6646,Valid
TST-0083,17.8255,Valid
TST-0150,25.0735,Valid
TST-0265,23.8173,Valid
TST-0227,34.4204,Valid
TST-0170,24.4008,Valid
TST-0318,30.6433,Valid
TST-0097,16.464,Valid
TST-0152,34.966,Valid
TST-0084,56.5009,Valid
TST-0124,16.7649,Valid
TST-0098,33.6875,Valid
TST-0341,29.8779,Valid
TST-0042,31.3034,Valid
TST-0189,19.466,Valid
TST-0285,23.0689,Valid
TST-0020,22.1256,Valid
TST-0314,44.4847,Valid
