Test_ID,Predicted_Reference_Parameter,Valid / Invalid
TST-0103,15.907,Valid
TST-0245,23.1118,Valid
TST-0058,49.7512,Valid
TST-0065,26.1244,Valid
TST-0086,19.5931,Valid
TST-0342,20.3617,Valid
TST-0335,17.8456,Valid
TST-0180,18.3835,Invalid
TST-0294,23.5888,Invalid
TST-0072,20.6603,Valid
TST-0315,47.5995,Invalid
TST-0182,45.6364,Valid
TST-0200,21.503,Valid
TST-0030,16.4993,Valid
TST-0193,16.8173,Valid
TST-0231,21.1383,Valid
TST-0128,26.0646,Valid
TST-0165,27.8938,Invalid
TST-0074,13.8956,Valid
TST-0004,34.0411,Valid
TST-0157,23.2151,Valid
TST-0143,26.8627,Valid
TST-0179,41.335,Valid
TST-0075,26.9133,Valid
TST-0233,25.0971,Valid
TST-0111,26.2713,Valid
TST-0350,21.3362,Valid
TST-0122,17.1272,Valid
TST-0076,22.1307,Valid
TST-0304,26.8269,Valid
TST-0190,29.2208,Valid
TST-0061,16.7834,Valid
TST-0009,28.4965,Valid
TST-0194,44.3211,Valid
TST-0156,14.971,Valid
TST-0088,32.2488,Valid
TST-0256,47.9028,Valid
TST-0329,16.1399,Valid
TST-0219,42.0546,Valid
TST-0306,13.6868,Valid
TST-0324,22.5649,Valid
TST-0113,21.8557,Valid
TST-0135,16.1661,Valid
TST-0339,17.9499,Valid
TST-0260,22.3967,Valid
TST-0195,25.435,Valid
TST-0286,28.0732,Valid
TST-0015,25.1627,Valid
TST-0263,19.6403,Valid
TST-0147,24.4282,Valid
TST-0002,25.1976,Invalid
TST-0114,46.4944,Valid
TST-0271,27.7801,Invalid
TST-0223,21.5301,Valid
TST-0344,16.1957,Valid
TST-0183,31.3087,Valid
TST-0327,33.8741,Valid
TST-0250,19.4287,Invalid
TST-0185,38.1508,Valid
TST-0242,21.5349,Valid
TST-0158,12.9773,Valid
TST-0078,44.9475,Valid
TST-0120,22.2427,Invalid
TST-0093,30.8645,Valid
TST-0051,15.8648,Valid
TST-0010,16.0858,Valid
TST-0013,52.0153,Valid
TST-0049,15.0437,Valid
TST-0041,17.7185,Valid
TST-0055,31.7282,Valid
TST-0012,20.5942,Valid
TST-0127,48.6731,Valid
TST-0225,26.8251,Valid
TST-0050,23.482,Valid
TST-0172,37.4916,Valid
TST-0079,33.0903,Valid
TST-0046,21.9414,Valid
TST-0325,18.3824,Valid
TST-0280,20.6289,Valid
TST-0140,15.1995,Valid
TST-0244,47.5995,Invalid
TST-0203,20.9124,Valid
TST-0238,18.5076,Valid
TST-0092,28.7267,Valid
TST-0307,13.7801,Valid
TST-0176,29.3315,Valid
TST-0115,17.4443,Invalid
TST-0028,14.803,Invalid
TST-0317,19.5417,Valid
TST-0251,38.993,Valid
TST-0301,14.8084,Valid
TST-0116,37.5004,Valid
TST-0056,24.305,Valid
TST-0166,27.5003,Valid
TST-0247,32.7692,Valid
TST-0291,28.1102,Valid
TST-0167,29.7523,Valid
TST-0313,48.5124,Valid
TST-0105,13.9741,Valid
TST-0104,20.9692,Valid
TST-0045,35.3898,Valid
TST-0289,44.3749,Valid
TST-0048,27.1999,Valid
TST-0110,18.4748,Valid
TST-0037,38.1612,Invalid
TST-0305,18.7905,Valid
TST-0240,32.4708,Valid
TST-0155,33.741,Valid
TST-0119,52.582,Valid
TST-0295,23.6903,Valid
TST-0229,18.3845,Valid
TST-0106,21.3731,Valid
TST-0052,15.8564,Valid
TST-0276,20.8793,Invalid
TST-0216,21.618,Valid
TST-0208,20.2994,Valid
TST-0188,21.8791,Valid
TST-0145,49.3947,Valid
TST-0039,21.5766,Valid
TST-0173,19.1865,Valid
TST-0082,20.2889,Valid
TST-0296,36.5901,Valid
TST-0297,36.2716,Valid
TST-0125,17.5526,Valid
TST-0199,21.2524,Invalid
TST-0330,21.6463,Valid
TST-0133,36.2586,Valid
TST-0175,31.6721,Valid
TST-0270,45.7234,Valid
TST-0255,16.7034,Valid
TST-0025,13.599,Valid
TST-0073,14.0704,Valid
TST-0077,20.9983,Valid
TST-0293,14.8338,Valid
TST-0212,34.7016,Invalid
TST-0081,14.0973,Valid
TST-0328,19.6961,Valid
TST-0290,48.716,Invalid
TST-0337,16.8997,Valid
TST-0171,23.5921,Valid
TST-0057,30.0486,Valid
TST-0284,19.4562,Valid
TST-0063,21.38,Invalid
TST-0022,21.0615,Valid
TST-0044,17.3005,Valid
TST-0035,24.2177,Valid
TST-0258,43.502,Invalid
TST-0334,27.158,Valid
TST-0018,27.1149,Valid
TST-0321,21.8336,Valid
TST-0282,14.735,Valid
TST-0142,45.3308,Invalid
TST-0312,23.1236,Valid
TST-0101,21.9201,Valid
TST-0134,22.099,Invalid
TST-0287,33.6195,Valid
TST-0153,33.0954,Valid
TST-0299,30.4817,Valid
TST-0204,23.0804,Invalid
TST-0090,19.7312,Valid
TST-0186,33.5248,Valid
TST-0209,47.9383,Valid
TST-0130,21.0064,Valid
TST-0224,23.0161,Valid
TST-0302,26.7479,Valid
TST-0118,15.5214,Valid
TST-0292,20.2615,Valid
TST-0345,21.9632,Invalid
TST-0108,21.1141,Valid
TST-0071,15.5303,Valid
TST-0053,15.9677,Valid
TST-0273,16.9943,Valid
TST-0300,15.3467,Valid
TST-0148,19.1848,Valid
TST-0347,39.5865,Valid
TST-0146,27.8938,Invalid
TST-0241,18.2779,Valid
TST-0096,16.6478,Valid
TST-0220,22.9631,Valid
TST-0174,22.837,Valid
TST-0246,14.7526,Valid
TST-0136,18.6708,Valid
TST-0109,22.5152,Valid
TST-0040,37.8214,Valid
TST-0043,20.358,Invalid
TST-0181,36.7106,Valid
TST-0268,17.2955,Valid
TST-0253,16.2338,Valid
TST-0017,25.1464,Valid
TST-0201,22.9678,Valid
TST-0129,16.752,Valid
TST-0068,47.3111,Valid
TST-0161,14.7581,Valid
TST-0298,22.1216,Invalid
TST-0094,43.8296,Valid
TST-0336,28.1086,Invalid
TST-0149,20.3391,Valid
TST-0191,48.8783,Valid
TST-0032,18.5804,Valid
TST-0054,16.3444,Valid
TST-0349,57.0448,Valid
TST-0100,17.9919,Valid
TST-0162,19.6257,Valid
TST-0326,22.9885,Valid
TST-0340,19.6968,Valid
TST-0319,29.1948,Valid
TST-0064,18.8404,Valid
TST-0259,29.1684,Valid
TST-0066,44.3583,Valid
TST-0123,47.4239,Valid
TST-0218,20.707,Valid
TST-0261,22.8528,Valid
TST-0196,20.6917,Valid
TST-0281,26.5976,Invalid
TST-0303,37.1368,Valid
TST-0254,22.7919,Valid
TST-0322,18.3193,Valid
TST-0139,16.8345,Valid
TST-0257,37.432,Valid
TST-0033,16.7737,Valid
TST-0112,49.7758,Valid
TST-0021,25.0435,Valid
TST-0083,18.3617,Valid
TST-0150,25.5542,Valid
TST-0265,24.0385,Valid
TST-0227,34.1945,Valid
TST-0170,24.4387,Valid
TST-0318,29.258,Valid
TST-0097,16.356,Valid
TST-0152,34.6941,Valid
TST-0084,57.4748,Valid
TST-0124,17.3181,Valid
TST-0098,33.8901,Valid
TST-0341,29.9185,Valid
TST-0042,31.7422,Valid
TST-0189,19.6742,Valid
TST-0285,22.8602,Valid
TST-0020,22.1757,Valid
TST-0314,44.4082,Valid
