Test_ID,Predicted_Reference_Parameter,Valid / Invalid
TST-0165,27.6129,Invalid
TST-0074,13.7062,Valid
TST-0004,34.157,Valid
TST-0157,23.509,Valid
TST-0143,26.9832,Valid
TST-0179,41.8434,Valid
TST-0075,26.8131,Valid
TST-0233,25.0049,Valid
TST-0111,26.3863,Valid
TST-0350,20.8739,Valid
TST-0122,17.0479,Valid
TST-0076,21.9699,Valid
TST-0304,26.6282,Valid
TST-0190,29.62,Valid
TST-0061,16.937,Valid
TST-0009,27.3516,Valid
TST-0194,44.345,Valid
TST-0156,14.7769,Valid
TST-0088,31.9119,Valid
TST-0256,47.1631,Valid
TST-0329,16.5734,Valid
TST-0219,42.7978,Valid
TST-0306,13.853,Valid
TST-0324,22.767,Valid
TST-0113,21.7188,Valid
TST-0135,16.0737,Valid
TST-0339,18.0506,Valid
TST-0260,22.5144,Valid
TST-0195,25.6771,Valid
TST-0286,28.2845,Valid
TST-0015,25.4286,Valid
TST-0263,19.5366,Valid
TST-0147,24.593,Valid
TST-0002,24.1313,Invalid
TST-0114,46.3562,Valid
TST-0271,26.789,Invalid
TST-0223,21.3368,Valid
TST-0344,16.4067,Valid
TST-0183,31.5193,Valid
TST-0327,33.9476,Valid
TST-0250,20.8055,Invalid
TST-0185,38.3355,Valid
TST-0242,21.7904,Valid
TST-0158,13.1167,Valid
TST-0078,45.1894,Valid
TST-0120,21.385,Valid
TST-0093,30.7396,Valid
TST-0051,16.0241,Valid
TST-0010,16.2759,Valid
TST-0013,51.0299,Valid
TST-0049,15.1861,Valid
TST-0041,17.7199,Valid
TST-0055,31.8177,Valid
TST-0012,20.506,Valid
TST-0127,49.3812,Valid
TST-0225,27.009,Valid
TST-0050,23.8414,Valid
TST-0172,38.1295,Valid
TST-0079,32.8115,Valid
TST-0046,22.0854,Valid
TST-0325,18.3123,Valid
TST-0280,20.6214,Valid
TST-0140,15.4739,Valid
TST-0244,47.46,Invalid
TST-0203,21.0131,Valid
TST-0238,18.5367,Valid
TST-0092,28.488,Valid
TST-0307,14.0614,Valid
TST-0176,30.0585,Valid
TST-0115,17.8205,Invalid
TST-0028,14.0262,Invalid
TST-0317,19.2396,Valid
TST-0251,38.5947,Valid
TST-0301,15.0461,Valid
TST-0116,37.4699,Valid
TST-0056,23.9499,Valid
TST-0166,27.2868,Valid
TST-0247,32.3857,Valid
TST-0291,27.4428,Valid
TST-0167,30.1204,Valid
TST-0313,47.4464,Valid
TST-0105,14.0236,Valid
TST-0104,20.8349,Valid
TST-0045,35.7758,Valid
TST-0289,44.2277,Valid
TST-0048,27.0803,Valid
TST-0110,18.784,Valid
TST-0037,39.2962,Invalid
TST-0305,18.4471,Valid
TST-0240,32.2037,Valid
TST-0155,33.6315,Valid
TST-0119,52.7424,Valid
TST-0295,23.5485,Valid
TST-0229,18.5119,Valid
TST-0106,21.1561,Valid
TST-0052,15.677,Valid
TST-0276,22.1544,Invalid
TST-0216,21.572,Valid
TST-0208,20.368,Valid
TST-0188,21.7378,Valid
TST-0145,49.595,Valid
TST-0039,21.8755,Valid
TST-0173,19.0054,Valid
TST-0082,20.2929,Valid
TST-0296,36.3978,Valid
TST-0297,35.6903,Valid
TST-0125,17.5668,Valid
TST-0199,22.1083,Invalid
TST-0330,21.6782,Valid
TST-0133,36.7119,Valid
TST-0175,31.6679,Valid
TST-0270,45.3072,Valid
TST-0255,16.9492,Valid
TST-0025,13.6546,Valid
TST-0073,13.7462,Valid
TST-0077,20.873,Valid
TST-0293,14.9631,Valid
TST-0212,33.3437,Invalid
TST-0081,14.4083,Valid
TST-0328,19.4272,Valid
TST-0290,49.1863,Invalid
TST-0337,17.0935,Valid
TST-0171,23.2351,Valid
TST-0057,30.1806,Valid
TST-0284,19.4936,Valid
TST-0063,21.6663,Invalid
TST-0022,20.8766,Valid
TST-0044,17.626,Valid
TST-0035,24.2931,Valid
TST-0258,44.6272,Invalid
TST-0334,26.6827,Valid
TST-0018,26.9916,Valid
TST-0321,21.5722,Valid
TST-0282,15.0411,Valid
TST-0142,46.4133,Invalid
TST-0312,23.3364,Valid
TST-0101,22.0528,Valid
TST-0134,24.6716,Invalid
TST-0287,33.8106,Valid
TST-0153,32.5196,Valid
TST-0299,30.1595,Valid
TST-0204,22.6762,Invalid
TST-0090,19.5992,Valid
TST-0186,33.4629,Valid
TST-0209,48.5042,Valid
TST-0130,21.5451,Valid
TST-0224,23.0108,Valid
TST-0302,27.907,Valid
TST-0118,15.4264,Valid
TST-0292,20.2424,Valid
TST-0345,22.0688,Invalid
TST-0108,22.4156,Valid
TST-0071,15.4558,Valid
TST-0053,16.0565,Valid
TST-0273,16.9702,Valid
TST-0300,15.1767,Valid
TST-0148,19.0979,Valid
TST-0347,39.5134,Valid
TST-0146,27.6129,Invalid
TST-0241,18.0511,Valid
TST-0096,16.5302,Valid
TST-0220,22.8898,Valid
TST-0174,23.2558,Valid
TST-0246,14.8921,Valid
TST-0136,18.513,Valid
TST-0109,22.8379,Valid
TST-0040,38.0648,Valid
TST-0043,22.0641,Invalid
TST-0181,37.1143,Valid
TST-0268,17.5213,Valid
TST-0253,16.0661,Valid
TST-0017,24.9411,Valid
TST-0201,22.7642,Valid
TST-0129,16.7707,Valid
TST-0068,47.3187,Valid
TST-0161,14.8127,Valid
TST-0298,21.1397,Invalid
TST-0094,43.5219,Valid
TST-0336,27.4625,Invalid
TST-0149,20.4809,Valid
TST-0191,48.7689,Valid
TST-0032,18.7187,Valid
TST-0054,16.7104,Valid
TST-0349,56.7289,Valid
TST-0100,18.2538,Valid
TST-0162,19.5298,Valid
TST-0326,22.9926,Valid
TST-0340,19.6867,Valid
TST-0319,29.3958,Valid
TST-0064,18.7575,Valid
TST-0259,28.8943,Valid
TST-0066,43.9104,Valid
TST-0123,47.8393,Valid
TST-0218,20.884,Valid
TST-0261,23.0121,Valid
TST-0196,20.6623,Valid
TST-0281,28.0362,Invalid
TST-0303,37.2452,Valid
TST-0254,22.7318,Valid
TST-0322,18.587,Valid
TST-0139,17.159,Valid
TST-0257,37.9645,Valid
TST-0033,16.745,Valid
TST-0112,50.1598,Valid
TST-0021,25.5317,Valid
TST-0083,18.5614,Valid
TST-0150,24.837,Valid
TST-0265,23.6846,Valid
TST-0227,34.5257,Valid
TST-0170,24.2834,Valid
TST-0318,29.4834,Valid
TST-0097,16.2316,Valid
TST-0152,34.6921,Valid
TST-0084,56.855,Valid
TST-0124,17.3727,Valid
TST-0098,33.4804,Valid
TST-0341,30.3903,Valid
TST-0042,31.7499,Valid
TST-0189,19.6881,Valid
TST-0285,22.7834,Valid
TST-0020,22.1476,Valid
TST-0314,44.4297,Valid
